Gene,RLS
YLL054C,29.6
YLL055W,23
YLL056C,44
YLL057C,27
YLL058W,27.2
YLL059C,29.6
YLL060C,29.2
YLL061W,34
YLL062C,32
YLL063C,21.8
YLR001C,43.6
YLR003C,26.6
YLR004C,24.2
YLR006C,25.4
YLR011W,30
YLR012C,35
YLR013W,43.4
YLR014C,24.6
YLR015W,20.6
YLR016C,36.8
YLR017W,23.4
YLR018C,29
YLR019W,34.8
YLR020C,27.4
YLR021W,31.6
YLR023C,30.6
YLR024C,36.82292
YLR025W,22.44706
YLR027C,23.6
YLR028C,34
YLR030W,25.2
YLR031W,21.2
YLR032W,20.2
YLR034C,24.6
YLR035C,31.2
YLR036C,27.6
YLR037C,17.8
YLR038C,19.4
YLR039C,22.1
YLR040C,28
YLR041W,31.8
YLR042C,24.4
YLR043C,26.28
YLR044C,29.47692
YLR047C,32.68
YLR048W,22.05455
YLR049C,28.8
YLR050C,32
YLR052W,25.8
YLR053C,34.6
YLR054C,39
YLR055C,30.23265
YLR056W,26.2
YLR057W,32.6
YLR058C,38.8
YLR059C,28
YLR061W,35.5971
YLR062C,22.2
YLR063W,30.2
YLR064W,31.2
YLR065C,20.6
YLR067C,32.6
YLR068W,25.6
YLR069C,31.44
YLR070C,27
YLR072W,31.2
YLR073C,33.8
YLR074C,43.8
YLR077W,22.6
YLR079W,12
YLR080W,18.8
YLR081W,31.6
YLR082C,34.4
YLR083C,18.32
YLR084C,38.8
YLR085C,17.2
YLR087C,27
YLR089C,16.2
YLR090W,32.88
YLR091W,24.6
YLR092W,29.8
YLR093C,25.8
YLR094C,33.4
YLR095C,23.68
YLR096W,27.64
YLR097C,33.6
YLR098C,42.8
YLR099C,36.2
YLR102C,39
YLR104W,24.8
YLR107W,34.2
YLR108C,30
YLR109W,25.56
YLR110C,24.75758
YLR111W,22.8
YLR112W,35.4
YLR113W,22.65946
YLR114C,35.2
YLR118C,33.2
YLR119W,25.6
YLR120C,28.2
YLR121C,35
YLR122C,43.2
YLR123C,30.6
YLR124W,41.4
YLR125W,42.8
YLR126C,23.6
YLR128W,22
YLR130C,24.8
YLR131C,3
YLR133W,30.2
YLR134W,30.59091
YLR135W,19.6
YLR136C,31.75
YLR137W,24.6
YLR138W,21.4
YLR139C,22.6
YLR142W,23.4
YLR143W,22.4
YLR144C,30.4
YLR146C,27.6
YLR148W,16.2
YLR149C,21.8
YLR150W,24.20833
YLR151C,19.4
YLR152C,25
YLR154C,24.6
YLR164W,25.2
YLR165C,27.6
YLR168C,18
YLR169W,25
YLR170C,19.6
YLR171W,26.4
YLR172C,21.4
YLR173W,25.8
YLR174W,29.41538
YLR176C,28.07692
YLR177W,23.4
YLR178C,20.8
YLR179C,27.6
YLR180W,33.04242
YLR181C,29.4
YLR182W,10.8
YLR183C,23.2
YLR184W,32
YLR185W,25.72
YLR187W,21.8
YLR188W,28.84
YLR189C,24.6
YLR190W,27.3125
YLR191W,22.475
YLR192C,24.84
YLR193C,20.8
YLR194C,32
YLR199C,26.8
YLR200W,24.48
YLR201C,18.73333
YLR202C,9.8
YLR203C,13
YLR204W,25.8
YLR205C,27.06818
YLR206W,23
YLR207W,28.4
YLR209C,26.4
YLR210W,18.6
YLR211C,24.8
YLR213C,23.2
YLR214W,26.4
YLR216C,26.24
YLR217W,22.8
YLR218C,14.2
YLR219W,24.2
YLR220W,18.4
YLR221C,30.56
YLR224W,31.2
YLR225C,19
YLR226W,20.8
YLR227C,27.2
YLR228C,28
YLR231C,24.4
YLR232W,22.8
YLR233C,25.2
YLR234W,9.2
YLR235C,12.2
YLR236C,23.4
YLR237W,19
YLR238W,23.4
YLR239C,22.6
YLR240W,10.48
YLR241W,29.6
YLR242C,31.44
YLR244C,27
YLR246W,26.05
YLR247C,31.8
YLR248W,23
YLR250W,26
YLR251W,21.4
YLR252W,22
YLR253W,18
YLR254C,26.4
YLR255C,20.2
YLR257W,28.6
YLR258W,21.4
YLR260W,20.8
YLR261C,20.6
YLR262C-A,27.33333
YLR262C,26.95294
YLR263W,29.1
YLR264W,22.33333
YLR265C,25.4
YLR266C,23.6
YLR267W,28.4
YLR268W,23
YLR269C,31.6
YLR270W,27
YLR271W,23
YLR273C,16.4
YLR278C,16.8
YLR279W,19.2
YLR280C,16
YLR281C,23
YLR282C,18.8
YLR283W,22.8
YLR284C,20.2
YLR285W,22.6
YLR286C,21.2
YLR287C-A,28.30909
YLR287C,19.6
YLR288C,15.4
YLR289W,22.8
YLR290C,30.2
YLR292C,27.8
YLR294C,37.2
YLR295C,24.8
YLR296W,27
YLR297W,20.6
YLR299W,21
YLR300W,29.6
YLR303W,30.22222
YLR304C,27.42857
YLR306W,24
YLR307W,19.4
YLR308W,18.4
YLR309C,25.76667
YLR311C,23.4
YLR312W-A,27.52941
YLR313C,16.4
YLR315W,24.4
YLR318W,11.04167
YLR319C,30.8
YLR320W,8.52
YLR322W,25.2
YLR324W,19.8
YLR326W,30.8
YLR327C,27.13333
YLR328W,22.8
YLR329W,24
YLR330W,22
YLR331C,25
YLR332W,25.8
YLR333C,25.13333
YLR334C,23.2
YLR335W,28.2
YLR337C,14
YLR338W,13.2
YLR341W,22.2
YLR342W,20.4
YLR343W,23
YLR344W,31.8625
YLR345W,19.2
YLR346C,15.6
YLR348C,23.26667
YLR349W,30
YLR350W,22.6
YLR351C,27.75
YLR352W,23.44
YLR353W,31.32
YLR354C,29.22222
YLR356W,19
YLR357W,20.4
YLR358C,13.6
YLR360W,28.45
YLR361C,22.2
YLR362W,22.71111
YLR363C,29.52
YLR364W,27.7
YLR365W,23.8
YLR366W,29.92
YLR367W,26.42857
YLR368W,28.65
YLR369W,18.4
YLR370C,18.5
YLR371W,34.66667
YLR372W,27.62857
YLR373C,13.55556
YLR374C,19
YLR375W,25.95
YLR376C,23.6
YLR377C,26.4
YLR380W,22.26667
YLR381W,24.3
YLR382C,25.1
YLR384C,27.5
YLR385C,26.1
YLR386W,18.5
YLR387C,26.2
YLR388W,24.075
YLR389C,24.2
YLR390W-A,21.2
YLR390W,23.2
YLR391W-A,26.4
YLR392C,26.8
YLR393W,23.2
YLR394W,26.8
YLR395C,23.2
YLR396C,22.4
YLR398C,31.52
YLR399C,24
YLR400W,24
YLR401C,18
YLR402W,24.4
YLR403W,22.06154
YLR404W,14.8
YLR405W,26.4
YLR406C,25.72
YLR407W,20.6
YLR408C,32.8
YLR410W,34.8
YLR412W,27
YLR413W,25.4
YLR414C,23
YLR415C,23.4
YLR416C,19.2
YLR417W,19.28
YLR418C,21.4
YLR420W,20
YLR421C,17.2
YLR422W,32.13333
YLR423C,18.4
YLR425W,17.6
YLR426W,13.2
YLR427W,23.8
YLR428C,27.53333
YLR429W,29.48571
YLR431C,27
YLR432W,26.13333
YLR433C,25.33333
YLR434C,22.8
YLR435W,20
YLR436C,29.06667
YLR437C,22.33333
YLR438W,16.4
YLR439W,25.08276
YLR441C,27.92
YLR442C,21.92923
YLR443W,13
YLR444C,23.46667
YLR445W,13
YLR446W,24.2
YLR447C,3.59459
YLR448W,30.90741
YLR449W,28.6
YLR450W,27.90769
YLR451W,19.8
YLR452C,31.04
YLR453C,24.26667
YLR454W,24.93333
YLR455W,36.2
YLR456W,21.6
YLR460C,20.26667
YLR461W,29.53333
YML001W,20.96
YML002W,27.4
YML003W,26
YML004C,28
YML005W,25
YML006C,19.2
YML007W,21.8693
YML008C,28.37778
YML009C,23.05
YML010C-A,25.43333
YML010W-A,28.24
YML011C,33.8
YML012W,31.12
YML013C-A,21.2
YML013W,20.57778
YML014W,25.8
YML016C,15.2
YML017W,25.2
YML018C,25.24
YML019W,22
YML020W,17.2
YML021C,23.96
YML022W,29.6
YML024W,23.34783
YML026C,24.93333
YML027W,23.36
YML028W,13.51562
YML029W,24.4
YML030W,32.6
YML032C,9.68235
YML034C-A,31
YML034W,26.2
YML035C,39.8
YML036W,30.4
YML037C,20.8
YML038C,31.8
YML041C,12.6
YML042W,29.2
YML047C,25.6
YML047W-A,32.4
YML048W,21.6
YML050W,25.2
YML051W,32.8
YML052W,20.6
YML053C,19
YML054C,27.12
YML055W,27.4
YML056C,38.4
YML057C-A,23.2
YML057W,27.6
YML058W,30.6
YML059C,23.6
YML060W,29
YML061C,30.4
YML062C,35.4
YML063W,21.72857
YML066C,32.4
YML067C,29.48
YML068W,24
YML070W,21.2
YML071C,27.2
YML072C,29.37647
YML073C,31.104
YML074C,25.8
YML075C,21.46154
YML076C,26.2
YML078W,24.82353
YML079W,26.6
YML080W,21.6
YML081C-A,20.75
YML081W,23.6
YML082W,23.4
YML083C,30.2
YML084W,36.2
YML086C,25.75556
YML087C,32.2
YML088W,17.4
YML089C,32
YML090W,20.6
YML094C-A,25.4
YML094W,19
YML095C,22.2
YML096W,25.4
YML097C,24.8
YML099C,29.6
YML100W-A,32.8
YML100W,24
YML101C-A,22.2
YML101C,28.2
YML102W,11.8
YML103C,25
YML104C,33.42222
YML106W,32.2
YML107C,28.04
YML108W,26.2
YML109W,28.64444
YML110C,14.26667
YML111W,26.4
YML112W,8.8
YML113W,19.8
YML115C,38.8
YML116W-A,23.8
YML116W,35
YML117W,26
YML118W,23.2
YML119W,25
YML120C,31.11111
YML121W,22.8
YML122C,23.4
YML123C,23.53333
YML124C,37.75
YML128C,33.8
YML129C,23
YML131W,21
YMR002W,36.4
YMR003W,26.8
YMR004W,34.16
YMR006C,22.6
YMR007W,29.8
YMR008C,33.6
YMR009W,20
YMR010W,34.15556
YMR011W,27.32
YMR012W,27.8
YMR014W,25.22353
YMR015C,30.28
YMR016C,20.4
YMR017W,35
YMR018W,33.56
YMR019W,30.2
YMR020W,21.2
YMR021C,33.6
YMR022W,31.53333
YMR023C,47.2
YMR024W,26.8
YMR025W,32.4
YMR026C,32.4
YMR027W,24.8
YMR029C,26.2
YMR030W,32.6
YMR031C,34.4
YMR031W-A,30.4
YMR032W,16.75
YMR034C,22.2
YMR035W,11.2
YMR036C,23.4
YMR037C,30
YMR038C,28.8
YMR039C,23.28
YMR040W,28.8
YMR041C,27.8
YMR042W,28
YMR044W,28.6
YMR048W,19.2
YMR052C-A,27.65
YMR052W,26.8
YMR053C,29.025
YMR054W,26
YMR055C,22.6
YMR056C,25.51923
YMR057C,28.2
YMR058W,26.03333
YMR060C,17.2
YMR062C,23.6
YMR063W,22.2
YMR064W,20
YMR065W,32.4
YMR066W,33.15
YMR067C,31.6
YMR068W,26.72941
YMR069W,36.6
YMR070W,23.4
YMR071C,31.8
YMR072W,24.64
YMR073C,30.76
YMR074C,33.8
YMR075C-A,24.8
YMR075W,22.2
YMR077C,25.2
YMR078C,6.2
YMR080C,18.2
YMR081C,23.4
YMR082C,22.4
YMR083W,24.02727
YMR084W,25
YMR085W,31.6
YMR086C-A,22.6
YMR086W,20.8
YMR087W,22.8
YMR088C,30
YMR089C,21.60256
YMR090W,17.6
YMR091C,22.8
YMR092C,29.2
YMR095C,29.4
YMR096W,27.6
YMR097C,22.8
YMR098C,30.4
YMR099C,23.2
YMR100W,33.40449
YMR101C,23.6
YMR102C,27
YMR103C,28
YMR104C,28.26667
YMR105C,32.66154
YMR106C,28.24
YMR107W,21.2
YMR109W,21.4
YMR110C,27.6
YMR111C,31.2
YMR114C,27.4
YMR115W,31.4
YMR116C,21.2
YMR118C,24.2
YMR119W-A,27.4
YMR119W,32
YMR120C,36.4
YMR121C,22.28
YMR122C,19.2
YMR123W,21.8
YMR124W,22
YMR125W,21.6
YMR126C,31.15244
YMR127C,31.9901
YMR129W,27.4
YMR130W,17.2
YMR132C,22.4
YMR133W,31
YMR135C,21.8
YMR135W-A,20.8
YMR136W,19.8
YMR137C,30.4
YMR138W,27.4
YMR139W,21.4
YMR140W,29.2
YMR141C,26.8
YMR142C,29.14844
YMR143W,22.84
YMR144W,34
YMR145C,28.26667
YMR147W,36.8
YMR148W,29.84
YMR150C,14.8
YMR151W,9.8
YMR152W,19.8
YMR153C-A,26.4
YMR153W,23
YMR154C,14.6
YMR155W,24.8
YMR156C,29.2
YMR157C,24.2
YMR158C-A,19.6
YMR158W-B,30.6
YMR158W,30.8
YMR159C,35.2
YMR160W,23.4
YMR161W,26.2
YMR162C,31.4
YMR163C,25.8
YMR164C,22.4
YMR166C,22
YMR167W,26.8
YMR169C,29.4
YMR170C,31.6
YMR171C,26.6
YMR172C-A,26.8
YMR172W,29.8
YMR173W-A,30.95385
YMR173W,33
YMR174C,27.86667
YMR175W,19.46667
YMR176W,21.8
YMR177W,20.8
YMR178W,33
YMR179W,21.2
YMR180C,27.8
YMR181C,31.6
YMR182C,30.4
YMR183C,26.6
YMR184W,22.2
YMR185W,23.4
YMR186W,26.16
YMR187C,28.2
YMR188C,39.4
YMR189W,41.6
YMR190C,12.46154
YMR191W,22.2
YMR192W,25.6
YMR193C-A,32
YMR193W,32.22353
YMR194C-A,21.4
YMR194W,30.16
YMR195W,23.66667
YMR196W,33
YMR198W,17.3
YMR199W,26.6
YMR201C,30.2
YMR202W,26.4
YMR204C,28.8
YMR205C,31.48
YMR206W,31.8
YMR207C,43.6
YMR209C,30.8
YMR210W,28.93333
YMR214W,30
YMR215W,42.6
YMR216C,29.2
YMR219W,20.28
YMR221C,31.36
YMR222C,30.6
YMR223W,32.24706
YMR224C,8.04
YMR225C,32.21176
YMR228W,29.2
YMR230W,23.08571
YMR231W,15.4
YMR232W,30.2
YMR233W,35.2
YMR234W,31.8
YMR237W,42.6
YMR238W,18.8
YMR241W,34.6
YMR242C,28.65217
YMR243C,32.6
YMR244C-A,42.8
YMR244W,30.4
YMR245W,36.6
YMR246W,26.8
YMR247C,23.6
YMR250W,30.68
YMR251W-A,34.32558
YMR251W,30.05882
YMR252C,26.8
YMR253C,42.4
YMR254C,32.2
YMR255W,31.6
YMR256C,9.4
YMR257C,10
YMR258C,19
YMR259C,30.6
YMR261C,21.4
YMR262W,31.8
YMR263W,21.2
YMR264W,30.2
YMR265C,39.2
YMR266W,20.4
YMR267W,30
YMR269W,27.64
YMR271C,30.2
YMR272C,18.2
YMR273C,28.93333
YMR274C,31.6
YMR275C,36.32
YMR276W,35.33333
YMR278W,25
YMR279C,28
YMR280C,33
YMR282C,33.6
YMR283C,31.84
YMR284W,24.44444
YMR285C,23.04
YMR286W,26.51765
YMR287C,34.6
YMR289W,26.4
YMR291W,28.83529
YMR292W,29.4
YMR293C,22.8
YMR294W-A,20
YMR294W,21.6
YMR295C,29.68235
YMR297W,25.2
YMR299C,20.4
YMR300C,28
YMR302C,20.4
YMR303C,29.64615
YMR304C-A,24.4
YMR304W,29.6
YMR305C,32.2
YMR306C-A,21.2
YMR306W,30
YMR307W,18.55
YMR310C,34.4
YMR311C,19.4
YMR312W,27.6
YMR313C,27.6
YMR315W,23.4
YMR316C-A,14
YMR316C-B,22.6
YMR316W,21.4
YMR317W,27.4
YMR318C,27.24444
YMR319C,29.6
YMR320W,32.4
YMR322C,19.6
YMR326C,15.6
YNL001W,34.82857
YNL003C,26.52
YNL004W,28.65
YNL005C,24.2
YNL008C,35
YNL009W,29.52308
YNL010W,18.8
YNL011C,27.1
YNL012W,23
YNL013C,25
YNL014W,24.4
YNL015W,25.4
YNL016W,20.08
YNL020C,23.27059
YNL021W,43.4
YNL022C,24.73684
YNL023C,36.2
YNL024C,24.4
YNL025C,39.2
YNL027W,26.2
YNL028W,28.6
YNL029C,34
YNL030W,25.6
YNL031C,25.6
YNL032W,34.4
YNL034W,32.52
YNL035C,26.8
YNL037C,32.83882
YNL040W,36.2
YNL041C,28.8
YNL042W,30.6
YNL043C,36.6
YNL044W,29.36
YNL045W,33.2
YNL046W,24.8
YNL047C,29.16
YNL049C,26.92
YNL050C,31
YNL051W,38
YNL052W,26
YNL053W,30.71667
YNL054W,30.6
YNL055C,13.28
YNL056W,27.2
YNL057W,18
YNL058C,34.2
YNL059C,22.8
YNL063W,27.2
YNL064C,15.43182
YNL065W,19.2
YNL066W,24.6
YNL067W,24.928
YNL068C,25.8
YNL069C,31.77273
YNL070W,29
YNL071W,24.43429
YNL072W,24.6
YNL073W,27.44444
YNL074C,33
YNL076W,23.08
YNL077W,28
YNL078W,31.28
YNL079C,28.32
YNL080C,37.08
YNL081C,28.2
YNL082W,22.6
YNL083W,28.16
YNL084C,28.4
YNL085W,25
YNL086W,22
YNL087W,25.8
YNL089C,23.8
YNL090W,24.2
YNL091W,30.95238
YNL092W,27
YNL093W,31.8
YNL094W,29.8
YNL095C,28.2
YNL096C,21.06667
YNL097C,22.4
YNL098C,21.2
YNL099C,34.2
YNL100W,23.4
YNL101W,19.2
YNL104C,25.4
YNL105W,24.2
YNL106C,30.08333
YNL107W,27.84
YNL108C,26.8
YNL109W,26.4
YNL111C,22.56
YNL115C,25.8
YNL116W,23
YNL117W,26.15556
YNL119W,33.08889
YNL120C,22.88
YNL121C,16.56471
YNL122C,30.4
YNL123W,28.6
YNL125C,25
YNL127W,43.4
YNL128W,28.6
YNL129W,33.825
YNL130C,21.8
YNL133C,7.4
YNL134C,38.4
YNL135C,22.08
YNL136W,23.12
YNL138W,11.4
YNL139C,9.8
YNL140C,23.8
YNL141W,26.6
YNL142W,30.67692
YNL143C,25.4
YNL144C,20.8
YNL145W,34.8
YNL146W,21.6
YNL147W,10.4
YNL148C,21.6
YNL154C,32
YNL155W,33.8
YNL157W,21.6
YNL159C,25
YNL160W,29.91111
YNL167C,19.8
YNL168C,22.4
YNL170W,15
YNL173C,19
YNL175C,25.4
YNL176C,25.8
YNL177C,24.2
YNL179C,23.8
YNL180C,19.4
YNL183C,28
YNL184C,22.4
YNL185C,21.4
YNL186W,19.475
YNL187W,23
YNL190W,23.6
YNL191W,17.2
YNL193W,28.2
YNL194C,19
YNL195C,20.8
YNL196C,33
YNL197C,19.2
YNL198C,23.2
YNL199C,20.24444
YNL200C,17.6
YNL201C,20.6
YNL202W,30.68889
YNL203C,16
YNL204C,27.2
YNL205C,26.4
YNL206C,30.2
YNL210W,19.4
YNL211C,20.8
YNL212W,28.4
YNL213C,30.2
YNL214W,30.8
YNL215W,19.2
YNL217W,24.6
YNL218W,18
YNL219C,28.51807
YNL220W,31.4
YNL224C,20.4
YNL225C,7
YNL226W,19.4
YNL227C,29.2
YNL228W,32.6
YNL229C,29.83529
YNL230C,33.4
YNL231C,24.6
YNL233W,20
YNL235C,29.6
YNL236W,30.06341
YNL237W,33.8
YNL239W,27.8
YNL241C,22.92
YNL242W,34.2
YNL243W,7.4
YNL246W,29.4
YNL248C,19.6
YNL249C,22.2
YNL250W,8.33333
YNL252C,28.85882
YNL253W,25.6
YNL254C,34.4
YNL255C,32.2
YNL257C,30.6
YNL259C,25.2
YNL264C,27.4
YNL265C,13
YNL266W,24
YNL268W,34.4
YNL269W,21.8
YNL270C,30.6
YNL271C,26.2
YNL273W,15.2
YNL274C,28.8
YNL275W,25.6
YNL278W,26.8
YNL279W,28
YNL281W,24.4
YNL283C,20.8
YNL284C,36.4
YNL285W,39.4
YNL286W,27.8
YNL288W,35.97778
YNL289W,37.8
YNL291C,20.4
YNL292W,26.2
YNL293W,35
YNL294C,44.4
YNL295W,27.4
YNL296W,25.2
YNL297C,28.2
YNL298W,10.04
YNL299W,18.4
YNL300W,22.2
YNL301C,27.56
YNL302C,23.93333
YNL303W,22.6
YNL304W,31.8
YNL305C,27.47692
YNL307C,23.2
YNL311C,30.16552
YNL314W,24.2
YNL315C,28.86667
YNL318C,29.6
YNL319W,34.6
YNL320W,37
YNL321W,37.8
YNL322C,29.6
YNL323W,27
YNL324W,22.6
YNL325C,18.48
YNL326C,19.8
YNL327W,27
YNL328C,30.6
YNL329C,33.6
YNL330C,22.184
YNL332W,32
YNL333W,23.8
YNL334C,29.6
YNL335W,32.4
YNL336W,33.6
YNL338W,30.6
YNR001C,28.33333
YNR002C,35.08
YNR004W,26.68
YNR005C,29.8
YNR006W,21.6
YNR007C,31.6
YNR008W,25.6
YNR009W,27.4
YNR010W,34.2
YNR012W,27.84444
YNR013C,34
YNR014W,28.8
YNR015W,31.6
YNR018W,28
YNR019W,28.8
YNR020C,15.4
YNR021W,24.2
YNR022C,30.8
YNR023W,41.8
YNR024W,20.8
YNR025C,31.8
YNR027W,28.6
YNR028W,30.24
YNR029C,30.6
YNR030W,32.28649
YNR031C,27.1
YNR032C-A,23.6
YNR032W,21.6
YNR033W,32.6
YNR034W,27.13846
YNR036C,33.06667
YNR037C,31.3
YNR039C,22.8
YNR040W,28.6
YNR041C,25.27059
YNR042W,18.8
YNR044W,26.64
YNR045W,18
YNR047W,38.2
YNR048W,14.4
YNR049C,36.6
YNR050C,31.2
YNR051C,26.67
YNR052C,11.4
YNR055C,32.6
YNR056C,20.8
YNR057C,21.8
YNR058W,29.9
YNR059W,23.8
YNR060W,22.2
YNR061C,28
YNR062C,25.66667
YNR063W,22.4
YNR064C,18.2
YNR066C,14
YNR067C,28.6
YNR068C,12.4
YNR069C,36.2
YNR070W,17.8
YNR071C,25.6
YNR072W,20.2
YNR073C,23.6
YNR074C,16.8
YNR075W,31.8
YOL001W,17.26154
YOL002C,36.4
YOL003C,23.92
YOL004W,19.57647
YOL006C,12.4
YOL007C,19.52
YOL008W,32.4
YOL009C,14.6
YOL011W,26.8
YOL012C,19.2
YOL013C,32.69189
YOL013W-A,21.2
YOL014W,33.56
YOL015W,34.6
YOL016C,21.4
YOL017W,24.8
YOL018C,31.10769
YOL019W,29.8
YOL020W,37.36
YOL023W,23.91667
YOL024W,37.2
YOL025W,29.4
YOL027C,26.70833
YOL028C,24
YOL029C,34
YOL030W,29.8
YOL031C,29.6
YOL032W,37.4
YOL033W,38.4
YOL035C,25.8
YOL036W,32.8
YOL037C,25.4
YOL039W,30.51429
YOL041C,28.50588
YOL042W,31
YOL043C,26.2
YOL044W,28
YOL045W,29.88889
YOL046C,34.6
YOL047C,25.4
YOL048C,31.6
YOL049W,33.4
YOL050C,21.2
YOL051W,12.2
YOL052C-A,34
YOL052C,24.4
YOL053W,31
YOL054W,22.8
YOL055C,23.6
YOL056W,30.04444
YOL057W,43.6
YOL058W,31.84615
YOL059W,20
YOL060C,29.2
YOL061W,31.4
YOL062C,24
YOL063C,26.8
YOL064C,33.4
YOL065C,31.75556
YOL067C,25.09655
YOL068C,26.15556
YOL070C,23.2
YOL071W,32.22222
YOL072W,24.15556
YOL075C,28.8
YOL076W,20.2
YOL079W,30.2
YOL080C,32.2
YOL081W,11.86957
YOL082W,29.31765
YOL083W,27
YOL084W,19.4
YOL085C,26.6
YOL086C,7.99371
YOL087C,20.4
YOL088C,23.8
YOL089C,23.4
YOL090W,22.6
YOL091W,17.2
YOL092W,27.44
YOL093W,27
YOL095C,19.2
YOL096C,21.08571
YOL098C,33.2
YOL099C,27.6
YOL100W,30.32683
YOL101C,27
YOL103W,19.4
YOL104C,33.6
YOL105C,29.4
YOL106W,27.6
YOL107W,16.2
YOL108C,21.4
YOL109W,30.4
YOL110W,20.4
YOL111C,20.6
YOL112W,32.2
YOL113W,27.75556
YOL114C,25.6
YOL115W,30
YOL116W,32.25
YOL117W,30.8
YOL118C,30.2
YOL119C,31
YOL121C,27.46667
YOL122C,24.06667
YOL124C,21
YOL125W,29
YOL126C,30.33333
YOL128C,25.45
YOL129W,26
YOL131W,29.8
YOL132W,32.3
YOL136C,24.2
YOL137W,29.4
YOL138C,17.8
YOL141W,29.8
YOL143C,12.4
YOL147C,29.6
YOL148C,6.10145
YOL150C,27.8
YOL151W,19
YOL152W,24.1
YOL153C,25.6
YOL155C,25.8
YOL158C,20.6
YOL159C,27.8
YOL160W,23
YOL162W,26.8
YOL163W,22.2
YOR001W,23.6
YOR002W,31.28
YOR003W,22.88
YOR005C,28.2
YOR006C,26.4
YOR007C,22.4
YOR008C-A,27.4
YOR008C,15.2
YOR009W,31.88
YOR010C,25.8
YOR011W,33.16
YOR012W,31.2
YOR013W,22
YOR014W,34.18621
YOR015W,26.4
YOR016C,26.6
YOR017W,29.8
YOR018W,30
YOR019W,30
YOR021C,26.4
YOR022C,31.8
YOR023C,24.8
YOR024W,26.6
YOR025W,17.168
YOR026W,7.6
YOR027W,36.8
YOR028C,27.4
YOR029W,27.2
YOR030W,25.6
YOR031W,26.2
YOR032C,23.2
YOR033C,23.72
YOR034C,29
YOR035C,4.6
YOR036W,20.28
YOR037W,24.24
YOR038C,37.04
YOR039W,20.2
YOR040W,10.8
YOR041C,26.2
YOR042W,21.4
YOR043W,13.6
YOR044W,23.2
YOR045W,24.92
YOR047C,28.4
YOR049C,20.4
YOR050C,40.2
YOR051C,30.8
YOR052C,32.2
YOR053W,24.8
YOR054C,18.4
YOR055W,33
YOR058C,31.6
YOR059C,31.2
YOR061W,37.33846
YOR062C,26.4
YOR064C,25.24
YOR065W,23.73846
YOR066W,26
YOR067C,16
YOR068C,30
YOR069W,42.2
YOR070C,29.28889
YOR071C,33.2
YOR072W,31.2
YOR073W,17.6
YOR076C,35.8
YOR078W,25
YOR079C,19.2
YOR080W,5.8
YOR081C,44.6
YOR082C,32.6
YOR083W,24.40885
YOR084W,35.4
YOR085W,28.8
YOR086C,22.6
YOR087W,28.3
YOR089C,31.17778
YOR090C,28
YOR091W,32.4
YOR092W,25
YOR093C,24.2
YOR094W,32.6
YOR096W,19.92727
YOR097C,30.56
YOR099W,23.5
YOR100C,31.6
YOR101W,31.01538
YOR104W,23.6
YOR105W,25.32
YOR106W,14.4
YOR107W,31.66667
YOR108W,28.3
YOR109W,31.84
YOR111W,28.51111
YOR112W,25.8
YOR113W,27.24444
YOR114W,24.2
YOR115C,25.3
YOR118W,27.93333
YOR120W,26.53333
YOR121C,21.2
YOR123C,25.85
YOR124C,28.53333
YOR125C,18
YOR126C,24.2
YOR127W,33.2
YOR128C,32.8
YOR129C,18
YOR130C,28.08
YOR131C,23.7
YOR132W,25.8
YOR133W,17.8
YOR134W,30.72
YOR135C,30.68
YOR136W,30.68547
YOR137C,30.92
YOR138C,21.8
YOR139C,25.6
YOR140W,23.36
YOR141C,39.4
YOR142W,26.46
YOR144C,25
YOR147W,12.2
YOR150W,29.48235
YOR152C,21.8
YOR153W,24.38571
YOR154W,25.6
YOR155C,35.8
YOR156C,23.1
YOR158W,31.98824
YOR160W,25.1
YOR161C,22.9
YOR162C,28.66667
YOR163W,27.8
YOR164C,22.6
YOR165W,16.6
YOR166C,31.28
YOR167C,26.68571
YOR170W,23.3
YOR171C,31.6
YOR172W,29.92
YOR173W,22.8
YOR175C,23.5
YOR177C,32.2
YOR178C,23.3
YOR179C,27.6
YOR180C,29.04
YOR182C,24.33333
YOR183W,28.8
YOR184W,23.2
YOR185C,18.6
YOR186W,22.4
YOR187W,34
YOR188W,25.4
YOR189W,28.64
YOR190W,13
YOR191W,21.6
YOR192C,20.8
YOR193W,24.4
YOR195W,22
YOR196C,8.2
YOR197W,24.62222
YOR198C,16.2
YOR199W,18
YOR200W,12.8
YOR201C,22
YOR202W,22.8
YOR205C,17.8
YOR208W,25.8
YOR209C,18.06667
YOR211C,20.99048
YOR212W,20.4
YOR213C,18.4
YOR214C,19
YOR215C,24.4
YOR216C,23.7
YOR219C,20.8
YOR221C,20
YOR222W,23.64
YOR223W,27
YOR225W,23.6
YOR226C,19.8
YOR227W,25.8
YOR228C,16.4
YOR229W,22.8
YOR230W,23.6
YOR231W,26.2
YOR233W,21.8
YOR234C,27.64
YOR235W,24.4
YOR237W,27.2
YOR238W,17
YOR239W,23.2
YOR241W,14.8
YOR242C,22.2
YOR243C,16.6
YOR245C,23
YOR246C,25.6
YOR247W,26.2
YOR248W,27.4
YOR251C,29.12
YOR252W,25.4
YOR253W,29.2
YOR255W,25.8
YOR258W,23
YOR263C,26.4
YOR264W,28.08
YOR265W,24.8
YOR266W,34.4
YOR267C,27.6
YOR268C,23.2
YOR269W,25.2
YOR270C,29.5
