systematic,gene,sgd
YMR301C,ATM1,S000004916
YMR302C,YME2,S000004917
YMR303C,ADH2,S000004918
YMR304C-A,YMR304C-A,S000004919
YMR304W,UBP15,S000004920
YMR305C,SCW10,S000004921
YMR306C-A,YMR306C-A,S000004922
YMR306W,FKS3,S000004923
YMR307C-A,YMR307C-A,S000028578
YMR307W,GAS1,S000004924
YMR308C,PSE1,S000004925
YMR309C,NIP1,S000004926
YMR310C,YMR310C,S000004927
YMR311C,GLC8,S000004928
YMR312W,ELP6,S000004929
YMR313C,TGL3,S000004930
YMR314W,PRE5,S000004931
YMR315W,YMR315W,S000004932
YMR315W-A,YMR315W-A,S000028697
YMR316C-A,YMR316C-A,S000004933
YMR316C-B,YMR316C-B,S000004934
YMR316W,DIA1,S000004935
YMR317W,YMR317W,S000004936
YMR318C,ADH6,S000004937
YMR319C,FET4,S000004938
YMR320W,YMR320W,S000004939
YMR321C,YMR321C,S000004940
YMR322C,SNO4,S000004941
YMR323W,ERR3,S000004942
YMR324C,YMR324C,S000004943
YMR325W,PAU19,S000004944
YMR326C,YMR326C,S000004945
YNL001W,DOM34,S000004946
YNL002C,RLP7,S000004947
YNL003C,PET8,S000004948
YNL004W,HRB1,S000004949
YNL005C,MRP7,S000004950
YNL006W,LST8,S000004951
YNL007C,SIS1,S000004952
YNL008C,ASI3,S000004953
YNL009W,IDP3,S000004954
YNL010W,YNL010W,S000004955
YNL011C,YNL011C,S000004956
YNL012W,SPO1,S000004957
YNL013C,YNL013C,S000004958
YNL014W,HEF3,S000004959
YNL015W,PBI2,S000004960
YNL016W,PUB1,S000004961
YNL017C,YNL017C,S000004962
YNL018C,YNL018C,S000004963
YNL019C,YNL019C,S000004964
YNL020C,ARK1,S000004965
YNL021W,HDA1,S000004966
YNL022C,RCM1,S000004967
YNL023C,FAP1,S000004968
YNL024C,YNL024C,S000004969
YNL024C-A,KSH1,S000028698
YNL025C,SSN8,S000004970
YNL026W,SAM50,S000004971
YNL027W,CRZ1,S000004972
YNL028W,YNL028W,S000004973
YNL029C,KTR5,S000004974
YNL030W,HHF2,S000004975
YNL031C,HHT2,S000004976
YNL032W,SIW14,S000004977
YNL033W,YNL033W,S000004978
YNL034W,YNL034W,S000004979
YNL035C,YNL035C,S000004980
YNL036W,NCE103,S000004981
YNL037C,IDH1,S000004982
YNL038W,GPI15,S000004983
YNL039W,BDP1,S000004984
YNL040W,YNL040W,S000004985
YNL041C,COG6,S000004986
YNL042W,BOP3,S000004987
YNL042W-B,YNL042W-B,S000028850
YNL043C,YNL043C,S000004988
YNL044W,YIP3,S000004989
YNL045W,LAP2,S000004990
YNL046W,YNL046W,S000004991
YNL047C,SLM2,S000004992
YNL048W,ALG11,S000004993
YNL049C,SFB2,S000004994
YNL050C,YNL050C,S000004995
YNL051W,COG5,S000004996
YNL052W,COX5A,S000004997
YNL053W,MSG5,S000004998
YNL054W,VAC7,S000004999
YNL054W-A,YNL054W-A,S000007384
YNL054W-B,YNL054W-B,S000007385
YNL055C,POR1,S000005000
YNL056W,OCA2,S000005001
YNL057W,YNL057W,S000005002
YNL058C,YNL058C,S000005003
YNL059C,ARP5,S000005004
YNL061W,NOP2,S000005005
YNL062C,GCD10,S000005006
YNL063W,MTQ1,S000005007
YNL064C,YDJ1,S000005008
YNL065W,AQR1,S000005009
YNL066W,SUN4,S000005010
YNL067W,RPL9B,S000005011
YNL067W-A,YNL067W-A,S000007623
YNL067W-B,YNL067W-B,S000028810
YNL068C,FKH2,S000005012
YNL069C,RPL16B,S000005013
YNL070W,TOM7,S000005014
YNL071W,LAT1,S000005015
YNL072W,RNH201,S000005016
YNL073W,MSK1,S000005017
YNL074C,MLF3,S000005018
YNL075W,IMP4,S000005019
YNL076W,MKS1,S000005020
YNL077W,APJ1,S000005021
YNL078W,NIS1,S000005022
YNL079C,TPM1,S000005023
YNL080C,EOS1,S000005024
YNL081C,SWS2,S000005025
YNL082W,PMS1,S000005026
YNL083W,SAL1,S000005027
YNL084C,END3,S000005028
YNL085W,MKT1,S000005029
YNL086W,SNN1,S000005030
YNL087W,TCB2,S000005031
YNL088W,TOP2,S000005032
YNL089C,YNL089C,S000005033
YNL090W,RHO2,S000005034
YNL091W,NST1,S000005035
YNL092W,YNL092W,S000005036
YNL093W,YPT53,S000005037
YNL094W,APP1,S000005038
YNL095C,YNL095C,S000005039
YNL096C,RPS7B,S000005040
YNL097C,PHO23,S000005041
YNL097C-B,YNL097C-B,S000028699
YNL097W-A,YNL097W-A,S000028700
YNL098C,RAS2,S000005042
YNL099C,OCA1,S000005043
YNL100W,MIC27,S000005044
YNL101W,AVT4,S000005045
YNL102W,POL1,S000005046
YNL103W,MET4,S000005047
YNL103W-A,YNL103W-A,S000028701
YNL104C,LEU4,S000005048
YNL105W,RRT16,S000005049
YNL106C,INP52,S000005050
YNL107W,YAF9,S000005051
YNL108C,YNL108C,S000005052
YNL109W,YNL109W,S000005053
YNL110C,NOP15,S000005054
YNL111C,CYB5,S000005055
YNL112W,DBP2,S000005056
YNL113W,RPC19,S000005057
YNL114C,YNL114C,S000005058
YNL115C,YNL115C,S000005059
YNL116W,DMA2,S000005060
YNL117W,MLS1,S000005061
YNL118C,DCP2,S000005062
YNL119W,NCS2,S000005063
YNL120C,YNL120C,S000005064
YNL121C,TOM70,S000005065
YNL122C,YNL122C,S000005066
YNL123W,NMA111,S000005067
YNL124W,NAF1,S000005068
YNL125C,ESBP6,S000005069
YNL126W,SPC98,S000005070
YNL127W,FAR11,S000005071
YNL128W,TEP1,S000005072
YNL129W,NRK1,S000005073
YNL130C,CPT1,S000005074
YNL130C-A,DGR1,S000028579
YNL131W,TOM22,S000005075
YNL132W,KRE33,S000005076
YNL133C,FYV6,S000005077
YNL134C,YNL134C,S000005078
YNL135C,FPR1,S000005079
YNL136W,EAF7,S000005080
YNL137C,NAM9,S000005081
YNL138W,SRV2,S000005082
YNL138W-A,YSF3,S000028509
YNL139C,THO2,S000005083
YNL140C,YNL140C,S000005084
YNL141W,AAH1,S000005085
YNL142W,MEP2,S000005086
YNL143C,YNL143C,S000005087
YNL144C,YNL144C,S000005088
YNL144W-A,YNL144W-A,S000028702
YNL145W,MFA2,S000005089
YNL146C-A,YNL146C-A,S000028851
YNL146W,YNL146W,S000005090
YNL147W,LSM7,S000005091
YNL148C,ALF1,S000005092
YNL149C,PGA2,S000005093
YNL150W,YNL150W,S000005094
YNL151C,RPC31,S000005095
YNL152W,INN1,S000005096
YNL153C,GIM3,S000005097
YNL154C,YCK2,S000005098
YNL155W,CUZ1,S000005099
YNL156C,NSG2,S000005100
YNL157W,IGO1,S000005101
YNL158W,PGA1,S000005102
YNL159C,ASI2,S000005103
YNL160W,YGP1,S000005104
YNL161W,CBK1,S000005105
YNL162W,RPL42A,S000005106
YNL162W-A,YNL162W-A,S000007624
YNL163C,RIA1,S000005107
YNL164C,IBD2,S000005108
YNL165W,YNL165W,S000005109
YNL166C,BNI5,S000005110
YNL167C,SKO1,S000005111
YNL168C,FMP41,S000005112
YNL169C,PSD1,S000005113
YNL170W,YNL170W,S000005114
YNL171C,YNL171C,S000005115
YNL172W,APC1,S000005116
YNL173C,MDG1,S000005117
YNL174W,YNL174W,S000005118
YNL175C,NOP13,S000005119
YNL176C,TDA7,S000005120
YNL177C,MRPL22,S000005121
YNL178W,RPS3,S000005122
YNL179C,YNL179C,S000005123
YNL180C,RHO5,S000005124
YNL181W,YNL181W,S000005125
YNL182C,IPI3,S000005126
YNL183C,NPR1,S000005127
YNL184C,YNL184C,S000005128
YNL185C,MRPL19,S000005129
YNL186W,UBP10,S000005130
YNL187W,SWT21,S000005131
YNL188W,KAR1,S000005132
YNL189W,SRP1,S000005133
YNL190W,YNL190W,S000005134
YNL191W,DUG3,S000005135
YNL192W,CHS1,S000005136
YNL193W,YNL193W,S000005137
YNL194C,YNL194C,S000005138
YNL195C,YNL195C,S000005139
YNL196C,SLZ1,S000005140
YNL197C,WHI3,S000005141
YNL198C,YNL198C,S000005142
YNL199C,GCR2,S000005143
YNL200C,YNL200C,S000005144
YNL201C,PSY2,S000005145
YNL202W,SPS19,S000005146
YNL203C,YNL203C,S000005147
YNL204C,SPS18,S000005148
YNL205C,YNL205C,S000005149
YNL206C,RTT106,S000005150
YNL207W,RIO2,S000005151
YNL208W,YNL208W,S000005152
YNL209W,SSB2,S000005153
YNL210W,MER1,S000005154
YNL211C,YNL211C,S000005155
YNL212W,VID27,S000005156
YNL213C,RRG9,S000005157
YNL214W,PEX17,S000005158
YNL215W,IES2,S000005159
YNL216W,RAP1,S000005160
YNL217W,YNL217W,S000005161
YNL218W,MGS1,S000005162
YNL219C,ALG9,S000005163
YNL220W,ADE12,S000005164
YNL221C,POP1,S000005165
YNL222W,SSU72,S000005166
YNL223W,ATG4,S000005167
YNL224C,SQS1,S000005168
YNL225C,CNM67,S000005169
YNL226W,YNL226W,S000005170
YNL227C,JJJ1,S000005171
YNL228W,YNL228W,S000005172
YNL229C,URE2,S000005173
YNL230C,ELA1,S000005174
YNL231C,PDR16,S000005175
YNL232W,CSL4,S000005176
YNL233W,BNI4,S000005177
YNL234W,YNL234W,S000005178
YNL235C,YNL235C,S000005179
YNL236W,SIN4,S000005180
YNL237W,YTP1,S000005181
YNL238W,KEX2,S000005182
YNL239W,LAP3,S000005183
YNL240C,NAR1,S000005184
YNL241C,ZWF1,S000005185
YNL242W,ATG2,S000005186
YNL243W,SLA2,S000005187
YNL244C,SUI1,S000005188
YNL245C,CWC25,S000005189
YNL246W,VPS75,S000005190
YNL247W,YNL247W,S000005191
YNL248C,RPA49,S000005192
YNL249C,MPA43,S000005193
YNL250W,RAD50,S000005194
YNL251C,NRD1,S000005195
YNL252C,MRPL17,S000005196
YNL253W,TEX1,S000005197
YNL254C,RTC4,S000005198
YNL255C,GIS2,S000005199
YNL256W,FOL1,S000005200
YNL257C,SIP3,S000005201
YNL258C,DSL1,S000005202
YNL259C,ATX1,S000005203
YNL260C,LTO1,S000005204
YNL261W,ORC5,S000005205
YNL262W,POL2,S000005206
YNL263C,YIF1,S000005207
YNL264C,PDR17,S000005208
YNL265C,IST1,S000005209
YNL266W,YNL266W,S000005210
YNL267W,PIK1,S000005211
YNL268W,LYP1,S000005212
YNL269W,BSC4,S000005213
YNL270C,ALP1,S000005214
YNL271C,BNI1,S000005215
YNL272C,SEC2,S000005216
YNL273W,TOF1,S000005217
YNL274C,GOR1,S000005218
YNL275W,BOR1,S000005219
YNL276C,YNL276C,S000005220
YNL277W,MET2,S000005221
YNL277W-A,YNL277W-A,S000028852
YNL278W,CAF120,S000005222
YNL279W,PRM1,S000005223
YNL280C,ERG24,S000005224
YNL281W,HCH1,S000005225
YNL282W,POP3,S000005226
YNL283C,WSC2,S000005227
YNL284C,MRPL10,S000005228
YNL284C-A,YNL284C-A,S000007386
YNL284C-B,YNL284C-B,S000007387
YNL285W,YNL285W,S000005229
YNL286W,CUS2,S000005230
YNL287W,SEC21,S000005231
YNL288W,CAF40,S000005232
YNL289W,PCL1,S000005233
YNL290W,RFC3,S000005234
YNL291C,MID1,S000005235
YNL292W,PUS4,S000005236
YNL293W,MSB3,S000005237
YNL294C,RIM21,S000005238
YNL295W,YNL295W,S000005239
YNL296W,YNL296W,S000005240
YNL297C,MON2,S000005241
YNL298W,CLA4,S000005242
YNL299W,TRF5,S000005243
YNL300W,TOS6,S000005244
YNL301C,RPL18B,S000005245
YNL302C,RPS19B,S000005246
YNL303W,YNL303W,S000005247
YNL304W,YPT11,S000005248
YNL305C,BXI1,S000005249
YNL306W,MRPS18,S000005250
YNL307C,MCK1,S000005251
YNL308C,KRI1,S000005252
YNL309W,STB1,S000005253
YNL310C,ZIM17,S000005254
YNL311C,SKP2,S000005255
YNL312W,RFA2,S000005256
YNL313C,EMW1,S000005257
YNL314W,DAL82,S000005258
YNL315C,ATP11,S000005259
YNL316C,PHA2,S000005260
YNL317W,PFS2,S000005261
YNL318C,HXT14,S000005262
YNL319W,YNL319W,S000005263
YNL320W,YNL320W,S000005264
YNL321W,VNX1,S000005265
YNL322C,KRE1,S000005266
YNL323W,LEM3,S000005267
YNL324W,YNL324W,S000005268
YNL325C,FIG4,S000005269
YNL326C,PFA3,S000005270
YNL327W,EGT2,S000005271
YNL328C,MDJ2,S000005272
YNL329C,PEX6,S000005273
YNL330C,RPD3,S000005274
YNL331C,AAD14,S000005275
YNL332W,THI12,S000005276
YNL333W,SNZ2,S000005277
YNL334C,SNO2,S000005278
YNL335W,DDI3,S000005279
YNL336W,COS1,S000005280
YNL337W,YNL337W,S000005281
YNL338W,YNL338W,S000005282
YNL339C,YRF1-6,S000005283
YNL339W-A,YNL339W-A,S000028703
YNL339W-B,YNL339W-B,S000028704
YNR001C,CIT1,S000005284
YNR001W-A,YNR001W-A,S000007625
YNR002C,ATO2,S000005285
YNR003C,RPC34,S000005286
YNR003W-A,YNR003W-A,S000028705
YNR004W,SWM2,S000005287
YNR005C,YNR005C,S000005288
YNR006W,VPS27,S000005289
YNR007C,ATG3,S000005290
YNR008W,LRO1,S000005291
YNR009W,NRM1,S000005292
YNR010W,CSE2,S000005293
YNR011C,PRP2,S000005294
YNR012W,URK1,S000005295
YNR013C,PHO91,S000005296
YNR014W,YNR014W,S000005297
YNR015W,SMM1,S000005298
YNR016C,ACC1,S000005299
YNR017W,TIM23,S000005300
YNR018W,RCF2,S000005301
YNR019W,ARE2,S000005302
YNR020C,ATP23,S000005303
YNR021W,YNR021W,S000005304
YNR022C,MRPL50,S000005305
YNR023W,SNF12,S000005306
YNR024W,MPP6,S000005307
YNR025C,YNR025C,S000005308
YNR026C,SEC12,S000005309
YNR027W,BUD17,S000005310
YNR028W,CPR8,S000005311
YNR029C,YNR029C,S000005312
YNR030W,ALG12,S000005313
YNR031C,SSK2,S000005314
YNR032C-A,HUB1,S000007251
YNR032W,PPG1,S000005315
YNR033W,ABZ1,S000005316
YNR034W,SOL1,S000005317
YNR034W-A,YNR034W-A,S000007525
YNR035C,ARC35,S000005318
YNR036C,MRPS12,S000005319
YNR037C,RSM19,S000005320
YNR038W,DBP6,S000005321
YNR039C,ZRG17,S000005322
YNR040W,YNR040W,S000005323
YNR041C,COQ2,S000005324
YNR042W,YNR042W,S000005325
YNR043W,MVD1,S000005326
YNR044W,AGA1,S000005327
YNR045W,PET494,S000005328
YNR046W,TRM112,S000005329
YNR047W,FPK1,S000005330
YNR048W,YNR048W,S000005331
YNR049C,MSO1,S000005332
YNR050C,LYS9,S000005333
YNR051C,BRE5,S000005334
YNR052C,POP2,S000005335
YNR053C,NOG2,S000005336
YNR054C,ESF2,S000005337
YNR055C,HOL1,S000005338
YNR056C,BIO5,S000005339
YNR057C,BIO4,S000005340
YNR058W,BIO3,S000005341
YNR059W,MNT4,S000005342
YNR060W,FRE4,S000005343
YNR061C,YNR061C,S000005344
YNR062C,YNR062C,S000005345
YNR063W,YNR063W,S000005346
YNR064C,YNR064C,S000005347
YNR065C,YNR065C,S000005348
YNR066C,YNR066C,S000005349
YNR067C,DSE4,S000005350
YNR068C,YNR068C,S000005351
YNR069C,BSC5,S000005352
YNR070W,PDR18,S000005353
YNR071C,YNR071C,S000005354
YNR072W,HXT17,S000005355
YNR073C,YNR073C,S000005356
YNR074C,AIF1,S000005357
YNR075C-A,YNR075C-A,S000028706
YNR075W,COS10,S000005358
YNR076W,PAU6,S000005359
YNR077C,YNR077C,S000005360
YOL001W,PHO80,S000005361
YOL002C,IZH2,S000005362
YOL003C,PFA4,S000005363
YOL004W,SIN3,S000005364
YOL005C,RPB11,S000005365
YOL006C,TOP1,S000005366
YOL007C,CSI2,S000005367
YOL008W,COQ10,S000005368
YOL009C,MDM12,S000005369
YOL010W,RCL1,S000005370
YOL011W,PLB3,S000005371
YOL012C,HTZ1,S000005372
YOL013C,HRD1,S000005373
YOL013W-A,YOL013W-A,S000028811
YOL013W-B,YOL013W-B,S000007252
YOL014W,YOL014W,S000005374
YOL015W,IRC10,S000005375
YOL016C,CMK2,S000005376
YOL017W,ESC8,S000005377
YOL018C,TLG2,S000005378
YOL019W,YOL019W,S000005379
YOL019W-A,YOL019W-A,S000028707
YOL020W,TAT2,S000005380
YOL021C,DIS3,S000005381
YOL022C,TSR4,S000005382
YOL023W,IFM1,S000005383
YOL024W,YOL024W,S000005384
YOL025W,LAG2,S000005385
YOL026C,MIM1,S000005386
YOL027C,MDM38,S000005387
YOL028C,YAP7,S000005388
YOL029C,YOL029C,S000005389
YOL030W,GAS5,S000005390
YOL031C,SIL1,S000005391
YOL032W,OPI10,S000005392
YOL033W,MSE1,S000005393
YOL034W,SMC5,S000005394
YOL035C,YOL035C,S000005395
YOL036W,YOL036W,S000005396
YOL037C,YOL037C,S000005397
YOL038C-A,YOL038C-A,S000028812
YOL038W,PRE6,S000005398
YOL039W,RPP2A,S000005399
YOL040C,RPS15,S000005400
YOL041C,NOP12,S000005401
YOL042W,NGL1,S000005402
YOL043C,NTG2,S000005403
YOL044W,PEX15,S000005404
YOL045W,PSK2,S000005405
YOL046C,YOL046C,S000005406
YOL047C,LDS2,S000005407
YOL048C,RRT8,S000005408
YOL049W,GSH2,S000005409
YOL050C,YOL050C,S000005410
YOL051W,GAL11,S000005411
YOL052C,SPE2,S000005412
YOL052C-A,DDR2,S000005413
YOL053W,AIM39,S000005414
YOL054W,PSH1,S000005415
YOL055C,THI20,S000005416
YOL056W,GPM3,S000005417
YOL057W,YOL057W,S000005418
YOL058W,ARG1,S000005419
YOL059W,GPD2,S000005420
YOL060C,MAM3,S000005421
YOL061W,PRS5,S000005422
YOL062C,APM4,S000005423
YOL063C,CRT10,S000005424
YOL064C,MET22,S000005425
YOL065C,INP54,S000005426
YOL066C,RIB2,S000005427
YOL067C,RTG1,S000005428
YOL068C,HST1,S000005429
YOL069W,NUF2,S000005430
YOL070C,NBA1,S000005431
YOL071W,SDH5,S000005432
YOL072W,THP1,S000005433
YOL073C,DSC2,S000005434
YOL075C,YOL075C,S000005435
YOL076W,MDM20,S000005436
YOL077C,BRX1,S000005437
YOL077W-A,ATP19,S000007339
YOL078W,AVO1,S000005438
YOL079W,YOL079W,S000005439
YOL080C,REX4,S000005440
YOL081W,IRA2,S000005441
YOL082W,ATG19,S000005442
YOL083C-A,YOL083C-A,S000028853
YOL083W,ATG34,S000005443
YOL084W,PHM7,S000005444
YOL085C,YOL085C,S000005445
YOL085W-A,YOL085W-A,S000028708
YOL086C,ADH1,S000005446
YOL086W-A,MHF1,S000007626
YOL087C,DUF1,S000005447
YOL088C,MPD2,S000005448
YOL089C,HAL9,S000005449
YOL090W,MSH2,S000005450
YOL091W,SPO21,S000005451
YOL092W,YPQ1,S000005452
YOL093W,TRM10,S000005453
YOL094C,RFC4,S000005454
YOL095C,HMI1,S000005455
YOL096C,COQ3,S000005456
YOL097C,WRS1,S000005457
YOL097W-A,YOL097W-A,S000028854
YOL098C,YOL098C,S000005458
YOL099C,YOL099C,S000005459
YOL100W,PKH2,S000005460
YOL101C,IZH4,S000005461
YOL102C,TPT1,S000005462
YOL103W,ITR2,S000005463
YOL103W-A,YOL103W-A,S000007349
YOL103W-B,YOL103W-B,S000007350
YOL104C,NDJ1,S000005464
YOL105C,WSC3,S000005465
YOL106W,YOL106W,S000005466
YOL107W,YOL107W,S000005467
YOL108C,INO4,S000005468
YOL109W,ZEO1,S000005469
YOL110W,SHR5,S000005470
YOL111C,MDY2,S000005471
YOL112W,MSB4,S000005472
YOL113W,SKM1,S000005473
YOL114C,YOL114C,S000005474
YOL115W,PAP2,S000005475
YOL116W,MSN1,S000005476
YOL117W,RRI2,S000005477
YOL118C,YOL118C,S000005478
YOL119C,MCH4,S000005479
YOL120C,RPL18A,S000005480
YOL121C,RPS19A,S000005481
YOL122C,SMF1,S000005482
YOL123W,HRP1,S000005483
YOL124C,TRM11,S000005484
YOL125W,TRM13,S000005485
YOL126C,MDH2,S000005486
YOL127W,RPL25,S000005487
YOL128C,YGK3,S000005488
YOL129W,VPS68,S000005489
YOL130W,ALR1,S000005490
YOL131W,YOL131W,S000005491
YOL132W,GAS4,S000005492
YOL133W,HRT1,S000005493
YOL134C,YOL134C,S000005494
YOL135C,MED7,S000005495
YOL136C,PFK27,S000005496
YOL137W,BSC6,S000005497
YOL138C,RTC1,S000005498
YOL139C,CDC33,S000005499
YOL140W,ARG8,S000005500
YOL141W,PPM2,S000005501
YOL142W,RRP40,S000005502
YOL143C,RIB4,S000005503
YOL144W,NOP8,S000005504
YOL145C,CTR9,S000005505
YOL146W,PSF3,S000005506
YOL147C,PEX11,S000005507
YOL148C,SPT20,S000005508
YOL149W,DCP1,S000005509
YOL150C,YOL150C,S000005510
YOL151W,GRE2,S000005511
YOL152W,FRE7,S000005512
YOL153C,YOL153C,S000005513
YOL154W,ZPS1,S000005514
YOL155C,HPF1,S000005515
YOL155W-A,YOL155W-A,S000028855
YOL156W,HXT11,S000005516
YOL157C,IMA2,S000005517
YOL158C,ENB1,S000005518
YOL159C,YOL159C,S000005519
YOL159C-A,YOL159C-A,S000007627
YOL160W,YOL160W,S000005520
YOL161C,PAU20,S000005521
YOL162W,YOL162W,S000005522
YOL163W,YOL163W,S000005523
YOL164W,BDS1,S000005524
YOL164W-A,YOL164W-A,S000028580
YOL165C,AAD15,S000005525
YOL166C,YOL166C,S000005526
YOL166W-A,YOL166W-A,S000028709
YOR001W,RRP6,S000005527
YOR002W,ALG6,S000005528
YOR003W,YSP3,S000005529
YOR004W,UTP23,S000005530
YOR005C,DNL4,S000005531
YOR006C,TSR3,S000005532
YOR007C,SGT2,S000005533
YOR008C,SLG1,S000005534
YOR008C-A,YOR008C-A,S000006431
YOR008W-B,YOR008W-B,S000007628
YOR009W,TIR4,S000005535
YOR010C,TIR2,S000005536
YOR011W,AUS1,S000005537
YOR011W-A,YOR011W-A,S000028581
YOR012W,YOR012W,S000005538
YOR013W,IRC11,S000005539
YOR014W,RTS1,S000005540
YOR015W,YOR015W,S000005541
YOR016C,ERP4,S000005542
YOR017W,PET127,S000005543
YOR018W,ROD1,S000005544
YOR019W,YOR019W,S000005545
YOR020C,HSP10,S000005546
YOR020W-A,YOR020W-A,S000028526
YOR021C,SFM1,S000005547
YOR022C,YOR022C,S000005548
YOR023C,AHC1,S000005549
YOR024W,YOR024W,S000005550
YOR025W,HST3,S000005551
YOR026W,BUB3,S000005552
YOR027W,STI1,S000005553
YOR028C,CIN5,S000005554
YOR029W,YOR029W,S000005555
YOR030W,DFG16,S000005556
YOR031W,CRS5,S000005557
YOR032C,HMS1,S000005558
YOR032W-A,YOR032W-A,S000028710
YOR033C,EXO1,S000005559
YOR034C,AKR2,S000005560
YOR034C-A,YOR034C-A,S000028856
YOR035C,SHE4,S000005561
YOR036W,PEP12,S000005562
YOR037W,CYC2,S000005563
YOR038C,HIR2,S000005564
YOR039W,CKB2,S000005565
YOR040W,GLO4,S000005566
YOR041C,YOR041C,S000005567
YOR042W,CUE5,S000005568
YOR043W,WHI2,S000005569
YOR044W,IRC23,S000005570
YOR045W,TOM6,S000005571
YOR046C,DBP5,S000005572
YOR047C,STD1,S000005573
YOR048C,RAT1,S000005574
YOR049C,RSB1,S000005575
YOR050C,YOR050C,S000005576
YOR051C,ETT1,S000005577
YOR052C,TMC1,S000005578
YOR053W,YOR053W,S000005579
YOR054C,VHS3,S000005580
YOR055W,YOR055W,S000005581
YOR056C,NOB1,S000005582
YOR057W,SGT1,S000005583
YOR058C,ASE1,S000005584
YOR059C,LPL1,S000005585
YOR060C,SLD7,S000005586
YOR061W,CKA2,S000005587
YOR062C,YOR062C,S000005588
YOR063W,RPL3,S000005589
YOR064C,YNG1,S000005590
YOR065W,CYT1,S000005591
YOR066W,MSA1,S000005592
YOR067C,ALG8,S000005593
YOR068C,VAM10,S000005594
YOR069W,VPS5,S000005595
YOR070C,GYP1,S000005596
YOR071C,NRT1,S000005597
YOR072W,YOR072W,S000005598
YOR072W-A,YOR072W-A,S000028582
YOR072W-B,YOR072W-B,S000028516
YOR073W,SGO1,S000005599
YOR073W-A,YOR073W-A,S000028583
YOR074C,CDC21,S000005600
YOR075W,UFE1,S000005601
YOR076C,SKI7,S000005602
YOR077W,RTS2,S000005603
YOR078W,BUD21,S000005604
YOR079C,ATX2,S000005605
YOR080W,DIA2,S000005606
YOR081C,TGL5,S000005607
YOR082C,YOR082C,S000005608
YOR083W,WHI5,S000005609
YOR084W,LPX1,S000005610
YOR085W,OST3,S000005611
YOR086C,TCB1,S000005612
YOR087W,YVC1,S000005613
YOR089C,VPS21,S000005615
YOR090C,PTC5,S000005616
YOR091W,TMA46,S000005617
YOR092W,ECM3,S000005618
YOR093C,YOR093C,S000005619
YOR094W,ARF3,S000005620
YOR095C,RKI1,S000005621
YOR096W,RPS7A,S000005622
YOR097C,YOR097C,S000005623
YOR098C,NUP1,S000005624
YOR099W,KTR1,S000005625
YOR100C,CRC1,S000005626
YOR101W,RAS1,S000005627
YOR102W,YOR102W,S000005628
YOR103C,OST2,S000005629
YOR104W,PIN2,S000005630
YOR105W,YOR105W,S000005631
YOR106W,VAM3,S000005632
YOR107W,RGS2,S000005633
YOR108C-A,YOR108C-A,S000028711
YOR108W,LEU9,S000005634
YOR109W,INP53,S000005635
YOR110W,TFC7,S000005636
YOR111W,YOR111W,S000005637
YOR112W,CEX1,S000005638
YOR113W,AZF1,S000005639
YOR114W,YOR114W,S000005640
YOR115C,TRS33,S000005641
YOR116C,RPO31,S000005642
YOR117W,RPT5,S000005643
YOR118W,RTC5,S000005644
YOR119C,RIO1,S000005645
YOR120W,GCY1,S000005646
YOR121C,YOR121C,S000005647
YOR122C,PFY1,S000005648
YOR123C,LEO1,S000005649
YOR124C,UBP2,S000005650
YOR125C,CAT5,S000005651
YOR126C,IAH1,S000005652
YOR127W,RGA1,S000005653
YOR128C,ADE2,S000005654
YOR129C,AFI1,S000005655
YOR130C,ORT1,S000005656
YOR131C,YOR131C,S000005657
YOR132W,VPS17,S000005658
YOR133W,EFT1,S000005659
YOR134W,BAG7,S000005660
YOR135C,IRC14,S000005661
YOR136W,IDH2,S000005662
YOR137C,SIA1,S000005663
YOR138C,RUP1,S000005664
YOR139C,YOR139C,S000005665
YOR140W,SFL1,S000005666
YOR141C,ARP8,S000005667
YOR142W,LSC1,S000005668
YOR142W-A,YOR142W-A,S000007351
YOR142W-B,YOR142W-B,S000007352
YOR143C,THI80,S000005669
YOR144C,ELG1,S000005670
YOR145C,PNO1,S000005671
YOR146W,YOR146W,S000005672
YOR147W,MDM32,S000005673
YOR148C,SPP2,S000005674
YOR149C,SMP3,S000005675
YOR150W,MRPL23,S000005676
YOR151C,RPB2,S000005677
YOR152C,YOR152C,S000005678
YOR153W,PDR5,S000005679
YOR154W,SLP1,S000005680
YOR155C,ISN1,S000005681
YOR156C,NFI1,S000005682
YOR157C,PUP1,S000005683
YOR158W,PET123,S000005684
YOR159C,SME1,S000005685
YOR160W,MTR10,S000005686
YOR161C,PNS1,S000005687
YOR161C-C,YOR161C-C,S000028712
YOR161W-A,YOR161W-A,S000028713
YOR161W-B,YOR161W-B,S000028714
YOR162C,YRR1,S000005688
YOR163W,DDP1,S000005689
YOR164C,GET4,S000005690
YOR165W,SEY1,S000005691
YOR166C,SWT1,S000005692
YOR167C,RPS28A,S000005693
YOR168W,GLN4,S000005694
YOR169C,YOR169C,S000005695
YOR170W,YOR170W,S000005696
YOR171C,LCB4,S000005697
YOR172W,YRM1,S000005698
YOR173W,DCS2,S000005699
YOR174W,MED4,S000005700
YOR175C,ALE1,S000005701
YOR176W,HEM15,S000005702
YOR177C,MPC54,S000005703
YOR178C,GAC1,S000005704
YOR179C,SYC1,S000005705
YOR180C,DCI1,S000005706
YOR181W,LAS17,S000005707
YOR182C,RPS30B,S000005708
