gene,orf,no. of probes,measurments,F-statistic,#NAME?,difference,YPD,YPDGE,YPG,YPE,YPL
YFR035C,YFR035C,4,42,3.74935,1.89534,0.04356,1.02024,1.02914,1.0143,1.05445,1.05786
cdc26,YFR036W,4,44,3.52165,1.79092,0.08157,1.02405,1.05149,1.04245,1.10562,1.0849
RSC8,YFR037C,0,0,,,,,,,,
YFR038W,YFR038W,4,44,0.50465,0.13518,0.01325,1.00753,0.99567,1.00193,1.00892,0.99657
YFR039C,YFR039C,4,40,1.1403,0.44864,0.04039,1.01085,1.01592,1.02944,1.05123,1.0405
SAP155,YFR040W,4,44,1.81007,0.82701,0.0473,0.96969,0.98878,0.99085,1.01699,0.99317
YFR041C,YFR041C,4,44,1.33116,0.55636,0.01787,1.01188,0.99546,0.99516,1.01302,1.00905
YFR042W,YFR042W,0,0,,,,,,,,
YFR043C,YFR043C,4,44,1.01381,0.3834,0.02403,0.99651,0.98297,0.98604,1.007,0.98853
YFR044C,YFR044C,4,44,0.51212,0.13835,0.01991,1.01781,1.00706,1.00758,1.01921,1.02697
YFR045W,YFR045W,4,44,4.32831,2.22253,0.07168,1.02396,1.04784,1.03906,1.09564,1.08183
YFR046C,YFR046C,4,44,0.91732,0.33274,0.02695,1.01947,1.02326,1.02215,1.04641,1.03439
YFR047C,YFR047C,4,44,1.19191,0.47949,0.03487,1.02045,0.99483,0.98558,1.0118,0.99924
YFR048W,YFR048W,2,16,1.8576,0.69416,0.11949,0.91636,1.03585,0.98175,1.01597,1.03361
YMR31,YFR049W,2,22,2.24427,0.94709,0.08554,1.04482,1.08255,1.08311,1.13036,1.10804
PRE4,YFR050C,0,0,,,,,,,,
RET2,YFR051C,0,0,,,,,,,,
RPN12,YFR052W,0,0,,,,,,,,
hxk1,YFR053C,4,44,1.43983,0.61711,0.04224,1.03412,1.04564,1.03193,1.07418,1.05762
YFR054C,YFR054C,4,43,0.81507,0.28028,0.02689,1.02084,0.99864,0.99394,1.01165,0.99973
YFR055W,YFR055W,4,44,0.64261,0.19673,0.03211,1.02328,1.02005,1.00789,1.04,1.02937
YFR056C,YFR056C,4,43,1.41903,0.6043,0.05313,1.03925,1.05942,1.04863,1.09238,1.0732
YFR057W,YFR057W,3,33,7.08097,3.2292,0.11961,1.03543,1.06632,1.06272,1.15505,1.13394
ERG26,YGL001C,0,0,,,,,,,,
ERP6,YGL002W,2,21,1.83407,0.74858,0.11782,1.0222,1.08425,1.08036,1.14002,1.11377
CDH1,YGL003C,2,19,3.47044,1.37776,0.20514,0.87999,1.00854,1.00844,1.08513,1.03921
YGL004C,YGL004C,3,31,3.41522,1.6054,0.12247,1.03285,1.09089,1.08419,1.15532,1.13462
YGL005C,YGL005C,2,22,0.52299,0.14241,0.027,0.99544,1.02172,1.00654,1.02244,1.0149
PMC1,YGL006W,4,41,3.15458,1.56749,0.09403,1.01672,1.06226,1.05379,1.11074,1.08048
YGL007W,YGL007W,4,44,5.90616,3.0143,0.0795,1.00109,1.04243,1.01245,1.08059,1.06631
PMA1,YGL008C,0,0,,,,,,,,
leu1,YGL009C,2,22,1.52266,0.6095,0.07966,1.03528,1.07085,1.07254,1.11494,1.10351
YGL010W,YGL010W,2,22,1.84795,0.76392,0.10403,1.04709,1.10731,1.10007,1.15112,1.12918
SCL1,YGL011C,0,0,,,,,,,,
ERG4,YGL012W,2,22,3.7525,1.582,0.1091,0.94879,0.97775,0.97604,1.05788,1.0206
PDR1,YGL013C,4,39,3.82482,1.90164,0.08969,1.00064,1.03124,1.04521,1.09033,1.07913
YGL014W,YGL014W,4,44,4.38433,2.25184,0.06629,0.98937,1.01346,0.97211,1.0384,1.02788
YGL015C,YGL015C,2,21,1.90048,0.77905,0.11449,0.9965,1.0846,1.06191,1.11099,1.08851
KAP122,YGL016W,2,22,1.44302,0.57129,0.04914,0.97321,0.94235,0.98093,0.99149,0.97749
ATE1,YGL017W,4,44,2.2972,1.10535,0.0692,1.06659,1.08526,1.07606,1.13578,1.11638
JAC1,YGL018C,0,0,,,,,,,,
CKB1,YGL019W,4,37,10.30467,4.53272,0.13708,0.98426,1.0305,1.03611,1.12134,1.07405
YGL020C,YGL020C,0,0,,,,,,,,
ALK1,YGL021W,4,44,4.77666,2.45459,0.10538,1.04521,1.09308,1.08909,1.1506,1.13218
STT3,YGL022W,0,0,,,,,,,,
PIB2,YGL023C,0,0,,,,,,,,
YGL024W,YGL024W,0,0,,,,,,,,
PGD1,YGL025C,4,34,10.39616,4.37311,0.11359,0.87449,0.85231,0.84337,0.89184,0.95696
trp5,YGL026C,2,22,2.39804,1.01641,0.07333,0.9698,0.99884,0.97689,1.04313,1.02994
CWH41,YGL027C,2,20,1.89211,0.76475,0.10643,1.00212,1.06784,1.05559,1.10855,1.05957
SCW11,YGL028C,4,44,3.43265,1.74222,0.06611,1.02941,1.06623,1.05381,1.09552,1.06847
CGR1,YGL029W,0,0,,,,,,,,
RPL30,YGL030W,0,0,,,,,,,,
RPL24A,YGL031C,4,43,23.33268,8.61966,0.13588,0.88419,0.9018,0.97908,1.02007,1.00221
aga2,YGL032C,4,44,2.4472,1.1908,0.05103,1.0162,1.02893,1.02708,1.06723,1.05685
HOP2,YGL033W,2,22,1.12346,0.41755,0.03526,1.01262,1.01507,0.99566,0.98894,0.97982
YGL034C,YGL034C,4,39,1.61691,0.70828,0.05988,1.02326,1.05224,1.0438,1.08313,1.07824
mig1,YGL035C,2,22,3.04428,1.29631,0.07199,1.0336,1.05206,1.0631,1.1056,1.10187
MTC2,YGL036W,0,0,,,,,,,,
PNC1,YGL037C,4,44,3.00632,1.50622,0.0771,1.04907,1.08704,1.07107,1.12617,1.1053
och1,YGL038C,0,0,,,,,,,,
YGL039W,YGL039W,4,44,1.54076,0.67396,0.0457,1.0297,1.05229,1.04097,1.0754,1.06657
HEM2,YGL040C,0,0,,,,,,,,
YGL041C,YGL041C,0,0,,,,,,,,
YGL042C,YGL042C,4,37,2.59037,1.23477,0.09642,0.99804,1.03419,1.04361,1.09446,1.05892
dst1,YGL043W,4,44,1.68717,0.75698,0.03366,0.97082,0.95697,0.97267,0.98495,0.99063
RNA15,YGL044C,0,0,,,,,,,,
YGL045W,YGL045W,4,44,1.63136,0.72528,0.04737,0.97464,0.9489,0.93914,0.97054,0.98651
YGL046W,YGL046W,4,44,4.67248,2.40117,0.06043,1.00084,1.00799,0.98816,1.04164,1.04859
YGL047W,YGL047W,0,0,,,,,,,,
RPT6,YGL048C,0,0,,,,,,,,
TIF4632,YGL049C,4,44,1.98383,0.92628,0.04112,1.0235,1.05028,1.02362,1.06462,1.05435
YGL050W,YGL050W,4,44,1.81449,0.82953,0.05672,1.02966,1.05378,1.04678,1.08638,1.07158
YGL051W,YGL051W,4,44,1.17904,0.47246,0.04559,1.03778,1.05982,1.04685,1.08337,1.07329
PRM8,YGL053W,4,44,3.15182,1.58725,0.05959,1.03114,1.04894,1.0429,1.09073,1.08011
ERV14,YGL054C,2,19,3.27631,1.30733,0.085,0.8895,0.91789,0.92488,0.95488,0.9745
ole1,YGL055W,0,0,,,,,,,,
SDS23,YGL056C,4,43,5.00089,2.5529,0.09686,1.04026,1.07412,1.06618,1.13711,1.13209
YGL057C,YGL057C,4,39,8.47169,3.97222,0.1465,1.00897,0.98378,0.90694,0.97957,0.86247
rad6,YGL058W,2,19,4.96935,1.86991,0.22162,0.79581,0.60347,0.82338,0.792,0.82509
YGL059W,YGL059W,4,44,1.74266,0.78858,0.04436,1.03786,1.05093,1.04559,1.08222,1.07121
YGL060W,YGL060W,4,44,5.50131,2.81772,0.07078,0.97989,0.96809,1.03089,1.02975,1.03886
DUO1,YGL061C,0,0,,,,,,,,
PYC1,YGL062W,4,44,1.07489,0.41602,0.0355,1.0296,1.03495,1.02694,1.03058,1.06244
PUS2,YGL063W,4,44,0.30423,0.05891,0.02565,1.01612,1.00684,1.01752,1.03249,1.01853
YGL064C,YGL064C,4,31,25.20502,7.21403,0.22488,0.81601,0.65881,0.59113,0.61629,0.61538
ALG2,YGL065C,0,0,,,,,,,,
YGL066W,YGL066W,4,41,17.23312,6.90555,0.08317,0.87145,0.87399,0.8682,0.91784,0.95137
NPY1,YGL067W,4,44,1.3095,0.54433,0.04147,1.00079,1.02627,1.01952,1.04226,1.03686
YGL068W,YGL068W,0,0,,,,,,,,
YGL069C,YGL069C,0,0,,,,,,,,
rpb9,YGL070C,4,34,3.04469,1.44732,0.14066,0.74533,0.65438,0.79504,0.76652,0.78752
RCS1,YGL071W,4,41,39.75701,11.25922,0.31267,0.90075,0.74162,0.60231,0.58808,0.63283
YGL072C,YGL072C,3,33,9.64144,4.13236,0.14889,0.80156,0.81287,0.95045,0.87976,0.90852
HSF1,YGL073W,0,0,,,,,,,,
YGL074C,YGL074C,0,0,,,,,,,,
MPS2,YGL075C,0,0,,,,,,,,
RPL7A,YGL076C,3,29,2.44879,1.1083,0.12839,0.66564,0.65426,0.73201,0.73275,0.78265
HNM1,YGL077C,4,43,1.23267,0.50109,0.03221,1.00051,1.0061,0.99326,1.02547,1.01595
DBP3,YGL078C,3,31,18.35604,6.16896,0.14689,0.89054,0.9608,1.00655,1.03743,1.02675
YGL079W,YGL079W,4,44,1.20028,0.48408,0.04407,0.99565,1.02175,1.00916,1.03972,1.03014
YGL080W,YGL080W,4,44,3.01477,1.51093,0.06676,1.00659,1.01253,0.96322,1.0184,1.02998
YGL081W,YGL081W,4,44,0.07629,0.0048,0.01253,1.01798,1.02707,1.01454,1.02268,1.01694
YGL082W,YGL082W,4,44,0.08839,0.00635,0.01134,1.00999,1.02133,1.01244,1.01724,1.01007
SCY1,YGL083W,4,44,1.96972,0.91822,0.06436,1.02234,1.06599,1.05184,1.0867,1.07205
GUP1,YGL084C,4,34,3.59379,1.72068,0.08239,0.83529,0.77708,0.7529,0.75428,0.82546
YGL085W,YGL085W,4,42,0.97682,0.36304,0.0436,1.02261,1.05643,1.03432,1.06621,1.02973
MAD1,YGL086W,4,44,0.69859,0.22321,0.03682,0.98572,1.02253,1.01677,1.01853,1.01641
MMS2,YGL087C,2,22,0.86691,0.2957,0.06464,1.01264,0.97804,0.9638,0.948,0.95304
YGL088W,YGL088W,3,29,5.43055,2.43656,0.14382,0.80794,0.81545,0.93375,0.95176,0.93965
mf(alpha)2,YGL089C,4,43,1.87529,0.862,0.06429,1.01258,1.04455,1.02794,1.07687,1.06521
LIF1,YGL090W,4,44,1.08834,0.42325,0.04042,1.01016,1.03688,1.02008,1.05058,1.03759
NBP35,YGL091C,0,0,,,,,,,,
NUP145,YGL092W,0,0,,,,,,,,
SPC105,YGL093W,0,0,,,,,,,,
PAN2,YGL094C,4,44,4.8957,2.51524,0.08106,1.02088,1.08074,1.06185,1.10193,1.09574
VPS45,YGL095C,1,11,2.91388,0.86722,0.20944,0.9172,0.8735,0.70881,0.72871,0.70776
TOS8,YGL096W,4,44,0.23414,0.03751,0.01507,1.00881,1.01338,0.99831,1.0035,1.00896
SRM1,YGL097W,0,0,,,,,,,,
YGL098W,YGL098W,0,0,,,,,,,,
YGL099W,YGL099W,0,0,,,,,,,,
YGL101W,YGL101W,2,21,2.5277,1.05759,0.09013,1.03972,1.06078,1.05847,1.12985,1.12016
YGL102C,YGL102C,0,0,,,,,,,,
RPL28,YGL103W,0,0,,,,,,,,
YGL104C,YGL104C,2,18,1.20041,0.43848,0.09506,1.02538,1.06392,1.07564,1.12045,1.09448
ARC1,YGL105W,3,22,17.74673,4.64708,0.19859,0.79801,0.8072,0.93831,0.95948,0.99659
YGL107C,YGL107C,2,14,9.27682,2.20195,0.18977,0.95219,0.9464,0.79126,0.76264,0.76242
YGL108C,YGL108C,2,22,0.46577,0.11922,0.03277,1.02718,1.04569,1.03333,1.05995,1.05379
YGL109W,YGL109W,2,22,1.89594,0.78643,0.07197,1.04522,1.07231,1.06271,1.11719,1.10489
YGL110C,YGL110C,2,22,0.46328,0.11823,0.02946,1.03199,1.03425,1.03671,1.06145,1.05377
YGL111W,YGL111W,0,0,,,,,,,,
TAF60,YGL112C,0,0,,,,,,,,
YGL113W,YGL113W,0,0,,,,,,,,
YGL114W,YGL114W,4,44,2.84592,1.41634,0.06781,1.04164,1.07594,1.05933,1.10945,1.09519
SNF4,YGL115W,2,13,12.9867,2.38768,0.22508,0.97339,0.76748,0.74831,0.78887,0.77886
cdc20,YGL116W,0,0,,,,,,,,
YGL117W,YGL117W,2,22,0.06302,0.00353,0.01748,1.01845,1.0116,1.00935,1.02683,1.01325
YGL118C,YGL118C,0,0,,,,,,,,
PRP43,YGL120C,0,0,,,,,,,,
YGL121C,YGL121C,4,44,0.84779,0.29703,0.0384,1.03812,1.04077,1.02166,1.06005,1.05482
NAB2,YGL122C,0,0,,,,,,,,
RPS2,YGL123W,0,0,,,,,,,,
MON1,YGL124C,4,44,3.66812,1.87061,0.06148,1.00428,0.99642,0.98692,1.04841,1.03923
met13,YGL125W,2,22,2.14515,0.90187,0.06396,1.00881,0.96791,0.99587,1.03187,1.02709
SCS3,YGL126W,4,44,1.20008,0.48397,0.03732,1.04585,1.04445,1.0392,1.07531,1.07651
SOH1,YGL127C,4,39,13.61764,5.71549,0.15029,0.84458,0.75498,0.85316,0.8521,0.90527
YGL128C,YGL128C,0,0,,,,,,,,
RSM23,YGL129C,2,13,4.35884,1.2657,0.16489,0.77548,0.65067,0.69201,0.61059,0.64302
CEG1,YGL130W,0,0,,,,,,,,
YGL131C,YGL131C,4,43,2.40298,1.16175,0.071,1.02994,1.0622,1.05767,1.10094,1.08802
YGL132W,YGL132W,4,44,0.24283,0.03998,0.01363,0.99931,0.99205,0.98568,0.99756,0.98824
ITC1,YGL133W,3,28,1.14884,0.4406,0.03488,1.00067,0.96831,0.96579,0.96721,0.97499
RPL1B,YGL135W,1,6,0,0,0.21638,0.92184,0.70546,0.80355,0.75511,0.77811
YGL136C,YGL136C,4,44,0.51787,0.14081,0.02508,0.9947,0.98417,0.98545,1.00925,0.99306
sec27,YGL137W,0,0,,,,,,,,
YGL138C,YGL138C,3,31,4.41385,2.06727,0.08461,0.99925,1.01568,1.04229,1.08385,1.07644
YGL139W,YGL139W,4,44,3.40842,1.72893,0.05848,1.02564,1.02724,1.03628,1.08412,1.07069
YGL140C,YGL140C,2,22,1.82435,0.75283,0.08367,1.02794,1.06687,1.06313,1.11161,1.09436
HUL5,YGL141W,2,22,0.99116,0.35432,0.05138,1.00226,0.98758,0.99554,0.96204,0.95088
GPI10,YGL142C,0,0,,,,,,,,
MRF1,YGL143C,2,12,68.04404,3.82103,0.12925,0.83562,0.7565,0.74177,0.70637,0.7386
YGL144C,YGL144C,4,44,6.40697,3.25143,0.08169,1.0352,1.09193,1.075,1.11689,1.10902
TIP20,YGL145W,0,0,,,,,,,,
YGL146C,YGL146C,4,44,0.73429,0.24047,0.04485,1.02952,1.06643,1.06048,1.07437,1.0626
RPL9A,YGL147C,4,42,44.52354,12.12459,0.18545,0.85322,0.92489,1.00738,1.03867,1.02019
aro2,YGL148W,4,44,18.62691,7.55827,0.10405,0.98142,1.01041,1.04277,1.07324,1.08547
YGL149W,YGL149W,3,33,3.8098,1.82542,0.10461,1.01822,1.08726,1.06383,1.12283,1.10333
INO80,YGL150C,0,0,,,,,,,,
NUT1,YGL151W,4,44,5.00981,2.57302,0.0887,1.00592,1.04829,1.04448,1.09462,1.06519
YGL152C,YGL152C,4,43,4.70856,2.40561,0.10462,1.01793,1.07733,1.08264,1.12255,1.10903
PEX14,YGL153W,4,44,1.49632,0.64888,0.03285,1.01144,1.02918,1.03655,1.04428,1.04241
lys5,YGL154C,4,44,0.36242,0.07902,0.02964,1.02348,1.05092,1.04154,1.05312,1.04262
cdc43,YGL155W,0,0,,,,,,,,
ams1,YGL156W,4,44,2.48399,1.21172,0.07427,1.02494,1.05991,1.05516,1.09921,1.07625
YGL157W,YGL157W,4,44,2.12005,1.00416,0.03803,1.01483,1.02834,1.02617,1.05286,1.04159
RCK1,YGL158W,4,43,1.1799,0.47224,0.05864,1.03181,1.06147,1.0476,1.09045,1.07502
YGL159W,YGL159W,4,44,3.43785,1.74507,0.06869,1.02272,1.06099,1.04981,1.09141,1.08535
YGL160W,YGL160W,4,44,2.03427,0.95512,0.06156,1.02903,1.06006,1.04968,1.09059,1.07761
YGL161C,YGL161C,4,41,0.37143,0.08238,0.03348,1.02331,1.0397,1.02992,1.05679,1.03979
SUT1,YGL162W,3,33,1.53608,0.65315,0.05043,1.02608,1.04151,1.03113,1.07652,1.05998
rad54,YGL163C,4,43,4.84997,2.47716,0.08584,0.9281,0.89418,0.97069,0.98002,0.96787
YGL164C,YGL164C,4,43,1.60731,0.71008,0.06048,1.0622,1.06916,1.05876,1.11924,1.10272
YGL165C,YGL165C,4,44,4.13892,2.12281,0.07944,1.03548,1.06558,1.06132,1.11492,1.0995
cup2,YGL166W,4,44,1.92069,0.89018,0.05437,1.02445,1.04303,1.03327,1.07881,1.0617
pmr1,YGL167C,0,0,,,,,,,,
YGL168W,YGL168W,4,41,2.41035,1.15749,0.05946,0.91443,0.90922,0.88475,0.92096,0.94421
SUA5,YGL169W,0,0,,,,,,,,
YGL170C,YGL170C,2,22,2.12685,0.89348,0.10253,1.04071,1.09145,1.08037,1.14324,1.12244
ROK1,YGL171W,0,0,,,,,,,,
NUP49,YGL172W,0,0,,,,,,,,
KEM1,YGL173C,0,0,,,,,,,,
BUD13,YGL174W,0,0,,,,,,,,
SAE2,YGL175C,4,44,3.84315,1.96508,0.05612,0.99921,1.01523,1.01669,1.05533,1.04257
YGL176C,YGL176C,4,44,1.50942,0.65627,0.0351,1.019,1.03193,1.02159,1.05411,1.04253
YGL177W,YGL177W,4,44,2.20896,1.05497,0.0649,1.02381,1.04942,1.03984,1.08871,1.0778
TOS3,YGL179C,2,22,1.45949,0.5792,0.0647,1.02212,1.04963,1.0426,1.08682,1.07109
APG1,YGL180W,2,22,2.91821,1.24317,0.07533,1.02535,1.04437,1.04525,1.10068,1.08225
GTS1,YGL181W,4,43,4.19409,2.14046,0.08208,1.0341,1.07956,1.05542,1.11618,1.10161
HOS2,YGL194C,4,44,2.42664,1.1791,0.05355,0.98928,0.99328,1.01433,1.03952,1.04283
GCN1,YGL195W,0,0,,,,,,,,
YGL196W,YGL196W,4,44,0.29437,0.0557,0.0277,1.00709,0.99135,0.98793,1.01563,1.00331
MDS3,YGL197W,3,32,1.76084,0.77024,0.06483,1.01504,0.98645,0.95021,0.98001,0.95218
YGL198W,YGL198W,4,44,0.22319,0.03449,0.01851,1.01908,1.02209,1.00358,1.02084,1.01695
YGL199C,YGL199C,4,44,1.88847,0.87178,0.05028,1.01355,0.98354,0.96327,0.97863,0.97423
EMP24,YGL200C,2,22,6.10681,2.396,0.05678,1.01339,1.00314,1.03604,1.05992,1.05334
MCM6,YGL201C,0,0,,,,,,,,
ARO8,YGL202W,2,22,3.02587,1.28859,0.05181,1.00162,0.98381,0.96882,1.02063,0.99949
kex1,YGL203C,2,22,2.64787,1.12682,0.08636,1.02738,1.06586,1.04532,1.11375,1.0917
POX1,YGL205W,2,22,0.76531,0.24867,0.06225,1.00857,0.98326,0.94632,0.97847,0.97498
chc1,YGL206C,0,0,,,,,,,,
spt16,YGL207W,0,0,,,,,,,,
SIP2,YGL208W,2,22,1.19162,0.4503,0.0573,1.00341,0.97707,0.95685,0.95505,0.9461
MIG2,YGL209W,4,44,0.67613,0.2125,0.01997,1.00722,1.00507,1.00181,1.02178,1.01949
YPT32,YGL210W,4,37,7.35115,3.45275,0.10472,1.00382,1.04672,1.03803,1.10854,1.07996
YGL211W,YGL211W,2,22,0.60506,0.17717,0.04116,0.86938,0.84493,0.82822,0.84993,0.86005
VAM7,YGL212W,4,44,4.72309,2.42716,0.06815,0.92809,0.86733,0.88592,0.92414,0.93548
ski8,YGL213C,4,42,12.84917,5.68559,0.1318,0.96679,1.02034,1.03925,1.09859,1.09624
YGL214W,YGL214W,4,44,1.27343,0.52435,0.03282,0.95678,0.93275,0.9541,0.96557,0.96009
CLG1,YGL215W,4,44,8.03191,3.97759,0.0765,0.9734,0.96111,0.8969,0.92462,0.92055
KIP3,YGL216W,2,22,1.07357,0.39364,0.0404,0.9839,0.96531,0.95182,0.94351,0.94434
YGL217C,YGL217C,4,44,2.69397,1.33072,0.04152,1.00771,1.01232,0.99776,1.03927,1.03545
YGL218W,YGL218W,1,6,0,0,0.15481,0.79696,0.69265,0.71734,0.64215,0.67623
YGL219C,YGL219C,4,43,1.26054,0.5164,0.05647,0.87761,0.84517,0.90164,0.87397,0.87929
YGL220W,YGL220W,0,0,,,,,,,,
NIF3,YGL221C,4,44,0.21117,0.03129,0.01697,0.98729,0.97348,0.97032,0.97697,0.97256
EDC1,YGL222C,4,44,2.57165,1.26148,0.04564,0.99442,1.00011,1.00433,1.03828,1.04006
YGL223C,YGL223C,3,29,4.92967,2.23529,0.11272,0.8196,0.7493,0.70688,0.74173,0.76081
YGL224C,YGL224C,2,22,3.03506,1.29245,0.05536,0.98473,0.95134,0.92938,0.94847,0.94742
GOG5,YGL225W,0,0,,,,,,,,
OST5,YGL226C-A,2,22,0.59635,0.17341,0.02777,1.00716,1.00703,1.01199,1.03479,1.01962
YGL226W,YGL226W,2,17,29.52678,4.78893,0.15646,0.96715,0.95683,0.93071,0.99953,0.84307
VID30,YGL227W,2,22,5.55503,2.22157,0.06688,0.97641,0.94135,0.92386,0.90953,0.92703
SHE10,YGL228W,4,44,1.23264,0.50185,0.03711,1.00295,0.98431,0.96585,0.97825,0.96633
SAP4,YGL229C,4,44,1.15376,0.45867,0.03632,0.97352,0.96865,0.99933,1.00497,0.98115
YGL230C,YGL230C,4,44,2.00823,0.94023,0.03482,1.01297,1.002,0.99097,0.99205,0.97815
YGL231C,YGL231C,2,17,1.06021,0.37166,0.04777,0.978,0.98973,0.97206,1.01984,1.00356
YGL232W,YGL232W,4,44,5.37128,2.75363,0.03982,0.99404,0.96197,0.95422,0.95729,0.9558
SEC15,YGL233W,0,0,,,,,,,,
"ade5,7",YGL234W,4,44,0.22401,0.03472,0.01895,0.98193,0.96746,0.98352,0.98641,0.97982
YGL235W,YGL235W,4,44,14.33168,6.29774,0.08917,1.00991,0.98067,0.94251,0.93514,0.92074
MTO1,YGL236C,2,18,5.98964,2.08342,0.16615,0.94052,0.8775,0.77437,0.84725,0.80702
hap2,YGL237C,2,17,39.83366,5.38749,0.31981,0.91711,0.89042,0.68687,0.59731,0.64503
CSE1,YGL238W,0,0,,,,,,,,
YGL239C,YGL239C,0,0,,,,,,,,
DOC1,YGL240W,2,13,3.02152,0.95977,0.1538,0.79807,0.65498,0.70671,0.64427,0.64615
KAP114,YGL241W,4,44,0.16804,0.02081,0.01827,1.00023,0.99584,0.98255,1.00027,1.00082
YGL242C,YGL242C,4,44,0.21014,0.03102,0.01411,0.97733,0.98391,0.98056,0.99144,0.98544
TAD1,YGL243W,4,44,0.12423,0.01198,0.01302,1.01257,1.011,1.00114,1.01415,1.01302
RTF1,YGL244W,2,22,0.16424,0.0208,0.02836,0.86998,0.84612,0.84642,0.86331,0.87448
YGL245W,YGL245W,0,0,,,,,,,,
RAI1,YGL246C,2,19,0.22973,0.03791,0.06245,0.68219,0.63569,0.68206,0.68202,0.69815
YGL247W,YGL247W,0,0,,,,,,,,
PDE1,YGL248W,4,44,1.70601,0.7677,0.03201,0.98612,0.98045,0.97226,0.95753,0.95411
ZIP2,YGL249W,4,44,0.66501,0.20724,0.02833,0.99906,0.98686,0.97447,0.98815,0.97073
YGL250W,YGL250W,4,44,1.92533,0.89284,0.09183,0.94246,0.91483,0.88298,0.85063,0.88984
HFM1,YGL251C,2,22,0.77492,0.25307,0.04686,0.9379,0.89104,0.90872,0.90888,0.91993
RTG2,YGL252C,3,33,4.45987,2.13104,0.08377,0.93912,0.85536,0.90101,0.88118,0.90703
hxk2,YGL253W,4,44,21.00689,8.17702,0.13863,0.95164,1.02291,1.0776,1.09026,1.08632
FZF1,YGL254W,4,43,4.39778,2.24634,0.05993,1.01214,1.04524,1.03061,1.07207,1.06721
ZRT1,YGL255W,3,33,4.10098,1.96407,0.04622,1.00014,1.01737,1.00634,1.04636,1.03894
adh4,YGL256W,4,44,0.14023,0.01497,0.01458,1.02425,1.0252,1.01965,1.03422,1.03068
MNT2,YGL257C,3,33,0.44288,0.10989,0.0234,1.01714,1.00177,0.99374,1.01201,1.00987
YGL258W,YGL258W,4,44,0.26593,0.0468,0.01556,1.01009,1.00437,1.00652,1.01323,1.01993
YPS5,YGL259W,4,44,1.39231,0.59048,0.04029,1.01003,1.00305,1.00588,1.04334,1.03247
YGL260W,YGL260W,4,44,2.25249,1.07983,0.02815,1.01799,1.01625,1.00931,1.03746,1.03736
YGL261C,YGL261C,3,33,1.22176,0.48584,0.04839,1.01052,0.97376,0.96213,0.96661,0.96431
YGL262W,YGL262W,4,44,3.94247,2.01832,0.04821,1.01558,1.02767,1.01617,1.06379,1.05947
COS12,YGL263W,4,44,0.65946,0.20462,0.02869,1.00265,0.99252,0.98318,1.01187,1.01125
YGR001C,YGR001C,4,44,2.35882,1.14048,0.03579,1.02203,1.00291,0.99201,1.02711,1.0278
YGR002C,YGR002C,0,0,,,,,,,,
YGR003W,YGR003W,4,44,2.18013,1.0385,0.03941,1.02987,0.9964,0.99046,1.00019,1.00355
YGR004W,YGR004W,2,22,36.2567,6.81883,0.13171,0.98824,0.92898,0.90074,0.85653,0.89683
TFG2,YGR005C,0,0,,,,,,,,
PRP18,YGR006W,1,6,0,0,0.12122,0.81256,0.72721,0.71776,0.73682,0.83898
MUQ1,YGR007W,4,40,2.10477,0.98282,0.05512,1.01929,1.00558,0.97863,1.03374,1.00466
STF2,YGR008C,2,22,1.14956,0.43008,0.06086,1.04324,1.04485,1.02394,1.08481,1.07947
SEC9,YGR009C,0,0,,,,,,,,
YGR010W,YGR010W,4,42,1.64509,0.72969,0.02699,1.03548,1.01006,1.00963,1.03662,1.02983
YGR011W,YGR011W,4,44,2.81956,1.40152,0.0519,1.04337,1.041,1.03038,1.08227,1.07458
YGR012W,YGR012W,4,44,1.47031,0.63424,0.03603,1.01366,0.98955,0.97763,1.00115,1.0001
SNU71,YGR013W,0,0,,,,,,,,
msb2,YGR014W,4,44,2.17815,1.03737,0.0381,1.02211,1.04039,1.0402,1.06021,1.05265
YGR015C,YGR015C,2,22,5.13377,2.08218,0.09475,1.0117,1.03232,1.03131,1.10645,1.0754
YGR016W,YGR016W,0,0,,,,,,,,
YGR017W,YGR017W,4,44,7.78952,3.87325,0.08687,1.02184,1.04624,1.06559,1.1087,1.09246
YGR018C,YGR018C,4,44,4.53279,2.32907,0.07156,1.02246,1.0434,1.04058,1.09402,1.0853
uga1,YGR019W,4,44,0.35084,0.07487,0.01628,1.02448,1.02408,1.01977,1.03605,1.0312
vma7,YGR020C,2,12,21.35032,2.61645,0.15873,0.78605,0.62732,0.70982,0.72574,0.67667
YGR021W,YGR021W,4,44,9.09303,4.41912,0.11716,1.03472,1.08565,1.088,1.15188,1.13425
YGR022C,YGR022C,4,44,2.91986,1.45784,0.05934,1.02755,1.05336,1.04669,1.08689,1.08224
MTL1,YGR023W,2,22,4.48902,1.85742,0.06998,1.02264,1.03812,1.04416,1.09262,1.07676
YGR024C,YGR024C,0,0,,,,,,,,
YGR025W,YGR025W,4,43,5.45736,2.77804,0.08365,1.03275,1.04287,1.05041,1.1164,1.10415
YGR026W,YGR026W,4,44,5.55461,2.84385,0.06361,1.00993,1.02045,1.03094,1.07355,1.06058
RPS25A,YGR027C,3,30,7.8126,3.35043,0.15441,0.93579,0.91656,1.00774,1.07097,1.04683
MSP1,YGR028W,4,44,2.61611,1.28668,0.03655,0.99998,1.00453,1.00977,1.03652,1.02806
ERV1,YGR029W,0,0,,,,,,,,
